bin1	bin2	loop_id	celltype
chr12-38450000-38460000	chr12-38630000-38640000	mouse_union_93677	L6_CT
chr12-38450000-38460000	chr12-38780000-38790000	mouse_union_93678	L2_3_IT
chr12-38450000-38460000	chr12-40170000-40180000	mouse_union_93679	L5_ET
chr12-38460000-38470000	chr12-38760000-38770000	mouse_union_93680	ODC
chr12-38460000-38470000	chr12-38950000-38960000	mouse_union_93681	VIP
chr12-38460000-38470000	chr12-39320000-39330000	mouse_union_93682	Endo
chr12-38460000-38470000	chr12-39470000-39480000	mouse_union_93683	L2_3_IT
chr12-38460000-38470000	chr12-39480000-39490000	mouse_union_93684	MGC
chr12-38460000-38470000	chr12-40150000-40160000	mouse_union_93685	L5_IT
chr12-38460000-38470000	chr12-40160000-40170000	mouse_union_93686	L4_5_IT
chr12-38470000-38480000	chr12-38770000-38780000	mouse_union_93687	L6_CT
chr12-38470000-38480000	chr12-38850000-38860000	mouse_union_93688	L4_5_IT
chr12-38470000-38480000	chr12-38940000-38950000	mouse_union_93689	L4_5_IT
chr12-38470000-38480000	chr12-39220000-39230000	mouse_union_93690	L4_5_IT
chr12-38470000-38480000	chr12-39320000-39330000	mouse_union_93691	PVALB
chr12-38470000-38480000	chr12-39480000-39490000	mouse_union_93692	L5_IT
chr12-38470000-38480000	chr12-39490000-39500000	mouse_union_93693	LAMP5, OPC
chr12-38480000-38490000	chr12-38700000-38710000	mouse_union_93694	ODC
chr12-38480000-38490000	chr12-38780000-38790000	mouse_union_93695	L4_5_IT
chr12-38480000-38490000	chr12-39060000-39070000	mouse_union_93696	L6_IT
chr12-38480000-38490000	chr12-39480000-39490000	mouse_union_93697	L4_5_IT
chr12-38480000-38490000	chr12-39490000-39500000	mouse_union_93698	L6_CT
chr12-38500000-38510000	chr12-39470000-39480000	mouse_union_93699	SST
chr12-38550000-38560000	chr12-38610000-38620000	mouse_union_93700	L5_ET
chr12-38550000-38560000	chr12-39070000-39080000	mouse_union_93701	ODC
chr12-38550000-38560000	chr12-39450000-39460000	mouse_union_93702	MGC
chr12-38560000-38570000	chr12-39290000-39300000	mouse_union_93703	ODC
chr12-38560000-38570000	chr12-39490000-39500000	mouse_union_93704	L6_CT
chr12-38570000-38580000	chr12-38770000-38780000	mouse_union_93705	L5_6_NP
chr12-38570000-38580000	chr12-38780000-38790000	mouse_union_93706	L5_ET
chr12-38570000-38580000	chr12-38940000-38950000	mouse_union_93707	ODC
chr12-38570000-38580000	chr12-39460000-39470000	mouse_union_93708	PVALB
chr12-38580000-38590000	chr12-38780000-38790000	mouse_union_93709	L4_5_IT
chr12-38580000-38590000	chr12-38860000-38870000	mouse_union_93710	L5_6_NP
chr12-38580000-38590000	chr12-39060000-39070000	mouse_union_93711	L4_5_IT
chr12-38580000-38590000	chr12-39320000-39330000	mouse_union_93712	L4_5_IT
chr12-38580000-38590000	chr12-39460000-39470000	mouse_union_93713	VIP
chr12-38580000-38590000	chr12-39470000-39480000	mouse_union_93714	L4_5_IT
chr12-38580000-38590000	chr12-40080000-40090000	mouse_union_93715	L4_5_IT
chr12-38580000-38590000	chr12-40150000-40160000	mouse_union_93716	L4_5_IT
chr12-38590000-38600000	chr12-38770000-38780000	mouse_union_93717	PVALB
chr12-38590000-38600000	chr12-38860000-38870000	mouse_union_93718	L4_5_IT
chr12-38590000-38600000	chr12-38870000-38880000	mouse_union_93719	OPC
chr12-38590000-38600000	chr12-38940000-38950000	mouse_union_93720	L4_5_IT
chr12-38590000-38600000	chr12-39070000-39080000	mouse_union_93721	L2_3_IT
chr12-38590000-38600000	chr12-39210000-39220000	mouse_union_93722	L6_IT
chr12-38590000-38600000	chr12-39490000-39500000	mouse_union_93723	OPC
chr12-38590000-38600000	chr12-40060000-40070000	mouse_union_93724	L5_IT
chr12-38590000-38600000	chr12-40070000-40080000	mouse_union_93725	L2_3_IT
chr12-38590000-38600000	chr12-40150000-40160000	mouse_union_93726	L5_IT
chr12-38590000-38600000	chr12-40160000-40170000	mouse_union_93727	L2_3_IT
chr12-38600000-38610000	chr12-38730000-38740000	mouse_union_93728	MGC
chr12-38600000-38610000	chr12-38770000-38780000	mouse_union_93729	L6_IT, OPC
chr12-38600000-38610000	chr12-38780000-38790000	mouse_union_93730	L2_3_IT
chr12-38600000-38610000	chr12-38880000-38890000	mouse_union_93731	L2_3_IT
chr12-38600000-38610000	chr12-38940000-38950000	mouse_union_93732	OPC
chr12-38600000-38610000	chr12-39030000-39040000	mouse_union_93733	L2_3_IT
chr12-38600000-38610000	chr12-39050000-39060000	mouse_union_93734	L6_IT
chr12-38600000-38610000	chr12-39470000-39480000	mouse_union_93735	SST
chr12-38600000-38610000	chr12-39480000-39490000	mouse_union_93736	L2_3_IT
chr12-38600000-38610000	chr12-39490000-39500000	mouse_union_93737	L6_IT
chr12-38600000-38610000	chr12-40050000-40060000	mouse_union_93738	L6_IT
chr12-38610000-38620000	chr12-38690000-38700000	mouse_union_93739	MGC, SST
chr12-38610000-38620000	chr12-38770000-38780000	mouse_union_93740	L6_CT, SST
chr12-38610000-38620000	chr12-38780000-38790000	mouse_union_93741	L5_IT
chr12-38610000-38620000	chr12-38880000-38890000	mouse_union_93742	MGC, ODC
chr12-38610000-38620000	chr12-38950000-38960000	mouse_union_93743	ODC
chr12-38610000-38620000	chr12-39300000-39310000	mouse_union_93744	L6_IT
chr12-38610000-38620000	chr12-39470000-39480000	mouse_union_93745	LAMP5
chr12-38610000-38620000	chr12-39480000-39490000	mouse_union_93746	L5_IT
chr12-38610000-38620000	chr12-40080000-40090000	mouse_union_93747	L6_CT
chr12-38610000-38620000	chr12-40150000-40160000	mouse_union_93748	L6_CT
chr12-38610000-38620000	chr12-40160000-40170000	mouse_union_93749	L6_IT
chr12-38620000-38630000	chr12-38750000-38760000	mouse_union_93750	ODC
chr12-38620000-38630000	chr12-38770000-38780000	mouse_union_93751	L5_6_NP
chr12-38620000-38630000	chr12-39050000-39060000	mouse_union_93752	L5_IT
chr12-38620000-38630000	chr12-39060000-39070000	mouse_union_93753	SNCG
chr12-38620000-38630000	chr12-39150000-39160000	mouse_union_93754	MGC
chr12-38620000-38630000	chr12-39240000-39250000	mouse_union_93755	L5_IT
chr12-38620000-38630000	chr12-39300000-39310000	mouse_union_93756	ODC
chr12-38620000-38630000	chr12-39460000-39470000	mouse_union_93757	MGC, ODC
chr12-38630000-38640000	chr12-38700000-38710000	mouse_union_93758	L6_IT
chr12-38630000-38640000	chr12-38860000-38870000	mouse_union_93759	L5_IT
chr12-38630000-38640000	chr12-39470000-39480000	mouse_union_93760	L6_CT
chr12-38630000-38640000	chr12-39490000-39500000	mouse_union_93761	L5_ET
chr12-38630000-38640000	chr12-40040000-40050000	mouse_union_93762	OPC
chr12-38640000-38650000	chr12-39470000-39480000	mouse_union_93763	SST
chr12-38650000-38660000	chr12-39460000-39470000	mouse_union_93764	PVALB
chr12-38650000-38660000	chr12-39480000-39490000	mouse_union_93765	ASC
chr12-38660000-38670000	chr12-38770000-38780000	mouse_union_93766	L5_IT
chr12-38670000-38680000	chr12-38740000-38750000	mouse_union_93767	PVALB
chr12-38670000-38680000	chr12-38750000-38760000	mouse_union_93768	ODC
chr12-38670000-38680000	chr12-39190000-39200000	mouse_union_93769	ODC
chr12-38670000-38680000	chr12-39460000-39470000	mouse_union_93770	ODC
chr12-38680000-38690000	chr12-39480000-39490000	mouse_union_93771	OPC
chr12-38680000-38690000	chr12-39490000-39500000	mouse_union_93772	L5_ET
chr12-38690000-38700000	chr12-38750000-38760000	mouse_union_93773	L5_6_NP, L6_CT
chr12-38690000-38700000	chr12-39050000-39060000	mouse_union_93774	L5_IT
chr12-38690000-38700000	chr12-39460000-39470000	mouse_union_93775	MGC
chr12-38690000-38700000	chr12-40160000-40170000	mouse_union_93776	L4_5_IT, L5_IT
chr12-38700000-38710000	chr12-39020000-39030000	mouse_union_93777	OPC
chr12-38700000-38710000	chr12-39290000-39300000	mouse_union_93778	MGC
chr12-38700000-38710000	chr12-39470000-39480000	mouse_union_93779	SNCG
chr12-38700000-38710000	chr12-40070000-40080000	mouse_union_93780	VIP
chr12-38710000-38720000	chr12-38870000-38880000	mouse_union_93781	MGC
chr12-38710000-38720000	chr12-39300000-39310000	mouse_union_93782	L6_IT
chr12-38710000-38720000	chr12-39480000-39490000	mouse_union_93783	LAMP5
chr12-38720000-38730000	chr12-40150000-40160000	mouse_union_93784	L2_3_IT
chr12-38730000-38740000	chr12-39120000-39130000	mouse_union_93785	L5_6_NP
chr12-38740000-38750000	chr12-39190000-39200000	mouse_union_93786	ODC
chr12-38740000-38750000	chr12-39470000-39480000	mouse_union_93787	SST
chr12-38750000-38760000	chr12-39080000-39090000	mouse_union_93788	VIP
chr12-38750000-38760000	chr12-39310000-39320000	mouse_union_93789	MGC
chr12-38760000-38770000	chr12-39030000-39040000	mouse_union_93790	ODC
chr12-38760000-38770000	chr12-39080000-39090000	mouse_union_93791	OPC
chr12-38760000-38770000	chr12-39190000-39200000	mouse_union_93792	VIP
chr12-38760000-38770000	chr12-40050000-40060000	mouse_union_93793	L5_6_NP
chr12-38760000-38770000	chr12-40080000-40090000	mouse_union_93794	L6_CT
chr12-38770000-38780000	chr12-38940000-38950000	mouse_union_93795	ODC
chr12-38770000-38780000	chr12-39040000-39050000	mouse_union_93796	VIP
chr12-38770000-38780000	chr12-39050000-39060000	mouse_union_93797	L5_IT
chr12-38770000-38780000	chr12-39060000-39070000	mouse_union_93798	L6_CT
chr12-38770000-38780000	chr12-39190000-39200000	mouse_union_93799	MGC
chr12-38770000-38780000	chr12-39220000-39230000	mouse_union_93800	L6_IT
chr12-38770000-38780000	chr12-39460000-39470000	mouse_union_93801	MGC, PVALB
chr12-38770000-38780000	chr12-39470000-39480000	mouse_union_93802	SST, VIP
chr12-38770000-38780000	chr12-39480000-39490000	mouse_union_93803	L6_CT, OPC
chr12-38770000-38780000	chr12-39490000-39500000	mouse_union_93804	ASC, L5_6_NP
chr12-38770000-38780000	chr12-40050000-40060000	mouse_union_93805	SNCG, VIP
chr12-38770000-38780000	chr12-40070000-40080000	mouse_union_93806	SST
chr12-38770000-38780000	chr12-40140000-40150000	mouse_union_93807	L6_CT
chr12-38770000-38780000	chr12-40160000-40170000	mouse_union_93808	L5_6_NP, L6_IT
chr12-38780000-38790000	chr12-38870000-38880000	mouse_union_93809	MGC, ODC, OPC
chr12-38780000-38790000	chr12-38940000-38950000	mouse_union_93810	MGC
chr12-38780000-38790000	chr12-38960000-38970000	mouse_union_93811	L4_5_IT
chr12-38780000-38790000	chr12-39040000-39050000	mouse_union_93812	MGC
chr12-38780000-38790000	chr12-39210000-39220000	mouse_union_93813	L4_5_IT
chr12-38780000-38790000	chr12-39260000-39270000	mouse_union_93814	L5_ET
chr12-38780000-38790000	chr12-39280000-39290000	mouse_union_93815	L6_IT
chr12-38780000-38790000	chr12-39290000-39300000	mouse_union_93816	OPC
chr12-38780000-38790000	chr12-39320000-39330000	mouse_union_93817	L4_5_IT
chr12-38780000-38790000	chr12-39470000-39480000	mouse_union_93818	L4_5_IT
chr12-38780000-38790000	chr12-39480000-39490000	mouse_union_93819	L5_ET, L6_IT, SNCG
chr12-38780000-38790000	chr12-40050000-40060000	mouse_union_93820	L6_IT
chr12-38780000-38790000	chr12-40070000-40080000	mouse_union_93821	L2_3_IT
chr12-38780000-38790000	chr12-40080000-40090000	mouse_union_93822	L4_5_IT
chr12-38780000-38790000	chr12-40150000-40160000	mouse_union_93823	L4_5_IT
chr12-38790000-38800000	chr12-38850000-38860000	mouse_union_93824	ASC
chr12-38790000-38800000	chr12-38860000-38870000	mouse_union_93825	L4_5_IT
chr12-38790000-38800000	chr12-39050000-39060000	mouse_union_93826	L4_5_IT
chr12-38790000-38800000	chr12-39130000-39140000	mouse_union_93827	L6_IT
chr12-38790000-38800000	chr12-39250000-39260000	mouse_union_93828	L2_3_IT
chr12-38790000-38800000	chr12-39290000-39300000	mouse_union_93829	L6_CT
chr12-38790000-38800000	chr12-39480000-39490000	mouse_union_93830	L2_3_IT
chr12-38790000-38800000	chr12-40150000-40160000	mouse_union_93831	L5_IT
chr12-38790000-38800000	chr12-40160000-40170000	mouse_union_93832	L2_3_IT
chr12-38800000-38810000	chr12-39030000-39040000	mouse_union_93833	L2_3_IT
chr12-38800000-38810000	chr12-39070000-39080000	mouse_union_93834	L2_3_IT, L6_IT
chr12-38800000-38810000	chr12-40040000-40050000	mouse_union_93835	OPC
chr12-38800000-38810000	chr12-40070000-40080000	mouse_union_93836	L5_IT
chr12-38810000-38820000	chr12-38940000-38950000	mouse_union_93837	L6_CT
chr12-38810000-38820000	chr12-39330000-39340000	mouse_union_93838	L5_IT
chr12-38810000-38820000	chr12-39500000-39510000	mouse_union_93839	L5_IT
chr12-38820000-38830000	chr12-39470000-39480000	mouse_union_93840	L5_IT
chr12-38820000-38830000	chr12-39480000-39490000	mouse_union_93841	PVALB
chr12-38830000-38840000	chr12-40160000-40170000	mouse_union_93842	L6_IT
chr12-38840000-38850000	chr12-39070000-39080000	mouse_union_93843	L6_IT
chr12-38840000-38850000	chr12-39490000-39500000	mouse_union_93844	ASC
chr12-38850000-38860000	chr12-39470000-39480000	mouse_union_93845	SST
chr12-38850000-38860000	chr12-40150000-40160000	mouse_union_93846	L5_IT
chr12-38860000-38870000	chr12-38940000-38950000	mouse_union_93847	MGC
chr12-38860000-38870000	chr12-39040000-39050000	mouse_union_93848	MGC
chr12-38860000-38870000	chr12-39130000-39140000	mouse_union_93849	L5_IT
chr12-38860000-38870000	chr12-39330000-39340000	mouse_union_93850	L4_5_IT
chr12-38860000-38870000	chr12-39480000-39490000	mouse_union_93851	OPC
chr12-38860000-38870000	chr12-39490000-39500000	mouse_union_93852	L4_5_IT
chr12-38860000-38870000	chr12-40040000-40050000	mouse_union_93853	L6_IT
chr12-38860000-38870000	chr12-40140000-40150000	mouse_union_93854	L6_CT
chr12-38860000-38870000	chr12-40160000-40170000	mouse_union_93855	L4_5_IT, L5_6_NP
chr12-38870000-38880000	chr12-38940000-38950000	mouse_union_93856	ODC
chr12-38870000-38880000	chr12-38970000-38980000	mouse_union_93857	L5_IT
chr12-38870000-38880000	chr12-39150000-39160000	mouse_union_93858	MGC
chr12-38870000-38880000	chr12-39500000-39510000	mouse_union_93859	L2_3_IT
chr12-38870000-38880000	chr12-40060000-40070000	mouse_union_93860	L5_IT
chr12-38870000-38880000	chr12-40150000-40160000	mouse_union_93861	LAMP5
chr12-38880000-38890000	chr12-39020000-39030000	mouse_union_93862	ODC
chr12-38880000-38890000	chr12-39070000-39080000	mouse_union_93863	L6_IT
chr12-38880000-38890000	chr12-39190000-39200000	mouse_union_93864	MGC
chr12-38880000-38890000	chr12-39290000-39300000	mouse_union_93865	OPC
chr12-38880000-38890000	chr12-39300000-39310000	mouse_union_93866	L6_CT
chr12-38880000-38890000	chr12-39310000-39320000	mouse_union_93867	MGC
chr12-38880000-38890000	chr12-39320000-39330000	mouse_union_93868	L6_IT
chr12-38880000-38890000	chr12-39470000-39480000	mouse_union_93869	L5_ET
chr12-38880000-38890000	chr12-39490000-39500000	mouse_union_93870	L6_CT
chr12-38880000-38890000	chr12-40040000-40050000	mouse_union_93871	OPC
chr12-38880000-38890000	chr12-40150000-40160000	mouse_union_93872	L5_ET
chr12-38930000-38940000	chr12-39460000-39470000	mouse_union_93873	PVALB
chr12-38930000-38940000	chr12-39490000-39500000	mouse_union_93874	L5_6_NP
chr12-38930000-38940000	chr12-40040000-40050000	mouse_union_93875	SNCG
chr12-38940000-38950000	chr12-39020000-39030000	mouse_union_93876	L5_ET
chr12-38940000-38950000	chr12-39030000-39040000	mouse_union_93877	L6_IT
chr12-38940000-38950000	chr12-39050000-39060000	mouse_union_93878	MGC
chr12-38940000-38950000	chr12-39130000-39140000	mouse_union_93879	L5_6_NP
chr12-38940000-38950000	chr12-39190000-39200000	mouse_union_93880	L6_IT
chr12-38940000-38950000	chr12-39240000-39250000	mouse_union_93881	L5_IT
chr12-38940000-38950000	chr12-39460000-39470000	mouse_union_93882	OPC
chr12-38940000-38950000	chr12-39470000-39480000	mouse_union_93883	L4_5_IT, SST, VIP
chr12-38940000-38950000	chr12-40030000-40040000	mouse_union_93884	OPC
chr12-38940000-38950000	chr12-40050000-40060000	mouse_union_93885	L6_IT
chr12-38940000-38950000	chr12-40060000-40070000	mouse_union_93886	L5_6_NP
chr12-38940000-38950000	chr12-40070000-40080000	mouse_union_93887	L2_3_IT
chr12-38940000-38950000	chr12-40150000-40160000	mouse_union_93888	L6_IT
chr12-38940000-38950000	chr12-40160000-40170000	mouse_union_93889	L2_3_IT, L4_5_IT, L5_6_NP, L5_IT
chr12-38950000-38960000	chr12-39130000-39140000	mouse_union_93890	L6_IT
chr12-38950000-38960000	chr12-39190000-39200000	mouse_union_93891	MGC
chr12-38950000-38960000	chr12-40070000-40080000	mouse_union_93892	L5_IT
chr12-38960000-38970000	chr12-39070000-39080000	mouse_union_93893	L4_5_IT
chr12-38960000-38970000	chr12-39290000-39300000	mouse_union_93894	L4_5_IT
chr12-38960000-38970000	chr12-39460000-39470000	mouse_union_93895	ASC, L5_IT
chr12-38960000-38970000	chr12-39490000-39500000	mouse_union_93896	L6_CT
chr12-38960000-38970000	chr12-40080000-40090000	mouse_union_93897	L6_CT
chr12-38970000-38980000	chr12-40150000-40160000	mouse_union_93898	L6_CT
chr12-39020000-39030000	chr12-39450000-39460000	mouse_union_93900	PVALB
chr12-39020000-39030000	chr12-39470000-39480000	mouse_union_93901	SST
chr12-39020000-39030000	chr12-39480000-39490000	mouse_union_93902	L5_6_NP
chr12-39020000-39030000	chr12-39490000-39500000	mouse_union_93903	OPC
chr12-39020000-39030000	chr12-40160000-40170000	mouse_union_93904	L5_IT
chr12-39030000-39040000	chr12-40160000-40170000	mouse_union_93905	L5_6_NP
chr12-39040000-39050000	chr12-39110000-39120000	mouse_union_93906	MGC
chr12-39040000-39050000	chr12-39190000-39200000	mouse_union_93907	MGC
chr12-39040000-39050000	chr12-39470000-39480000	mouse_union_93908	L6_CT
chr12-39040000-39050000	chr12-40050000-40060000	mouse_union_93909	L5_ET
chr12-39050000-39060000	chr12-39470000-39480000	mouse_union_93910	L6_IT
chr12-39050000-39060000	chr12-40060000-40070000	mouse_union_93911	L5_IT
chr12-39050000-39060000	chr12-40080000-40090000	mouse_union_93912	L4_5_IT, L6_CT
chr12-39060000-39070000	chr12-39270000-39280000	mouse_union_93913	L2_3_IT
chr12-39060000-39070000	chr12-39320000-39330000	mouse_union_93914	L5_IT
chr12-39060000-39070000	chr12-39460000-39470000	mouse_union_93915	VIP
chr12-39060000-39070000	chr12-39470000-39480000	mouse_union_93916	L2_3_IT, L5_IT, OPC
chr12-39060000-39070000	chr12-40150000-40160000	mouse_union_93917	L5_6_NP, L6_CT
chr12-39060000-39070000	chr12-40160000-40170000	mouse_union_93918	L4_5_IT, L5_ET, L5_IT
chr12-39070000-39080000	chr12-39210000-39220000	mouse_union_93919	L6_IT
chr12-39070000-39080000	chr12-39220000-39230000	mouse_union_93920	L5_IT
chr12-39070000-39080000	chr12-39310000-39320000	mouse_union_93921	PVALB
chr12-39070000-39080000	chr12-39330000-39340000	mouse_union_93922	L4_5_IT
chr12-39070000-39080000	chr12-39340000-39350000	mouse_union_93923	L6_IT
chr12-39070000-39080000	chr12-39360000-39370000	mouse_union_93924	L5_ET
chr12-39070000-39080000	chr12-39460000-39470000	mouse_union_93925	L4_5_IT, PVALB, SST
chr12-39070000-39080000	chr12-39470000-39480000	mouse_union_93926	ASC
chr12-39070000-39080000	chr12-39480000-39490000	mouse_union_93927	SNCG
chr12-39070000-39080000	chr12-40070000-40080000	mouse_union_93928	L2_3_IT, L6_IT
chr12-39070000-39080000	chr12-40160000-40170000	mouse_union_93929	L2_3_IT, L6_IT
chr12-39080000-39090000	chr12-39350000-39360000	mouse_union_93930	L6_CT
chr12-39090000-39100000	chr12-39220000-39230000	mouse_union_93931	MGC
chr12-39090000-39100000	chr12-39290000-39300000	mouse_union_93932	L6_CT, MGC
chr12-39100000-39110000	chr12-40040000-40050000	mouse_union_93934	VIP
chr12-39110000-39120000	chr12-39470000-39480000	mouse_union_93935	VIP
chr12-39120000-39130000	chr12-40060000-40070000	mouse_union_93936	L5_6_NP
chr12-39120000-39130000	chr12-40150000-40160000	mouse_union_93937	L5_6_NP
chr12-39120000-39130000	chr12-40160000-40170000	mouse_union_93938	L5_IT
chr12-39130000-39140000	chr12-40150000-40160000	mouse_union_93939	L4_5_IT
chr12-39150000-39160000	chr12-40160000-40170000	mouse_union_93940	L5_IT
chr12-39160000-39170000	chr12-39470000-39480000	mouse_union_93941	OPC
chr12-39160000-39170000	chr12-39480000-39490000	mouse_union_93942	L5_IT
chr12-39180000-39190000	chr12-39450000-39460000	mouse_union_93943	L6_CT
chr12-39180000-39190000	chr12-40160000-40170000	mouse_union_93944	L5_ET
chr12-39190000-39200000	chr12-39470000-39480000	mouse_union_93945	L6_IT
chr12-39200000-39210000	chr12-39460000-39470000	mouse_union_93953	L4_5_IT, L5_6_NP
chr12-39220000-39230000	chr12-39450000-39460000	mouse_union_93954	L2_3_IT
chr12-39220000-39230000	chr12-39460000-39470000	mouse_union_93955	L5_IT
chr12-39220000-39230000	chr12-40080000-40090000	mouse_union_93956	L5_IT
chr12-39230000-39240000	chr12-40150000-40160000	mouse_union_93957	L5_IT
chr12-39240000-39250000	chr12-40160000-40170000	mouse_union_93958	L5_6_NP
chr12-39250000-39260000	chr12-39460000-39470000	mouse_union_93959	L6_IT
chr12-39290000-39300000	chr12-40150000-40160000	mouse_union_93960	L5_IT
chr12-39290000-39300000	chr12-40160000-40170000	mouse_union_93961	L5_ET
